1.4	-62.677	-62.8257	-62.9724
1.41	-62.6745	-62.8242	-62.9717
1.42	-62.6721	-62.8227	-62.9711
1.43	-62.6696	-62.8211	-62.9704
1.44	-62.6671	-62.8196	-62.9698
1.45	-62.6647	-62.818	-62.9691
1.46	-62.6622	-62.8165	-62.9685
1.47	-62.6597	-62.8149	-62.9678
1.48	-62.6572	-62.8133	-62.9671
1.49	-62.6547	-62.8118	-62.9665
1.5	-62.6522	-62.8102	-62.9658
1.51	-62.6498	-62.8086	-62.9651
1.52	-62.6473	-62.807	-62.9644
1.53	-62.6448	-62.8055	-62.9637
1.54	-62.6423	-62.8039	-62.963
1.55	-62.6398	-62.8023	-62.9623
1.56	-62.6373	-62.8007	-62.9616
1.57	-62.6348	-62.7991	-62.9608
1.58	-62.6323	-62.7975	-62.9601
1.59	-62.6298	-62.7959	-62.9594
1.6	-62.6273	-62.7943	-62.9587
1.61	-62.6248	-62.7927	-62.9579
1.62	-62.6222	-62.7911	-62.9572
1.63	-62.6197	-62.7894	-62.9564
1.64	-62.6172	-62.7878	-62.9556
1.65	-62.6147	-62.7862	-62.9549
1.66	-62.6122	-62.7846	-62.9541
1.67	-62.6096	-62.7829	-62.9533
1.68	-62.6071	-62.7813	-62.9526
1.69	-62.6046	-62.7797	-62.9518
1.7	-62.6021	-62.778	-62.951
1.71	-62.5995	-62.7764	-62.9502
1.72	-62.597	-62.7747	-62.9494
1.73	-62.5945	-62.7731	-62.9486
1.74	-62.5919	-62.7714	-62.9478
1.75	-62.5894	-62.7697	-62.9469
1.76	-62.5868	-62.7681	-62.9461
1.77	-62.5843	-62.7664	-62.9453
1.78	-62.5817	-62.7647	-62.9445
1.79	-62.5792	-62.763	-62.9436
1.8	-62.5766	-62.7614	-62.9428
1.81	-62.5741	-62.7597	-62.9419
1.82	-62.5715	-62.758	-62.9411
1.83	-62.569	-62.7563	-62.9402
1.84	-62.5664	-62.7546	-62.9394
1.85	-62.5639	-62.7529	-62.9385
1.86	-62.5613	-62.7512	-62.9376
1.87	-62.5587	-62.7495	-62.9367
1.88	-62.5562	-62.7478	-62.9359
1.89	-62.5536	-62.7461	-62.935
1.9	-62.551	-62.7444	-62.9341
1.91	-62.5485	-62.7426	-62.9332
1.92	-62.5459	-62.7409	-62.9323
1.93	-62.5433	-62.7392	-62.9314
1.94	-62.5407	-62.7375	-62.9304
1.95	-62.5381	-62.7357	-62.9295
1.96	-62.5356	-62.734	-62.9286
1.97	-62.533	-62.7323	-62.9277
1.98	-62.5304	-62.7305	-62.9267
1.99	-62.5278	-62.7288	-62.9258
2	-62.5252	-62.727	-62.9249
2.01	-62.5226	-62.7253	-62.9239
2.02	-62.52	-62.7235	-62.923
2.03	-62.5174	-62.7218	-62.922
2.04	-62.5148	-62.72	-62.921
2.05	-62.5122	-62.7182	-62.9201
2.06	-62.5096	-62.7165	-62.9191
2.07	-62.507	-62.7147	-62.9181
2.08	-62.5044	-62.7129	-62.9171
2.09	-62.5018	-62.7111	-62.9161
2.1	-62.4992	-62.7093	-62.9151
2.11	-62.4965	-62.7075	-62.9141
2.12	-62.4939	-62.7058	-62.9131
2.13	-62.4913	-62.704	-62.9121
2.14	-62.4887	-62.7022	-62.9111
2.15	-62.4861	-62.7004	-62.9101
2.16	-62.4834	-62.6986	-62.9091
2.17	-62.4808	-62.6968	-62.9081
2.18	-62.4782	-62.6949	-62.907
2.19	-62.4756	-62.6931	-62.906
2.2	-62.4729	-62.6913	-62.9049
2.21	-62.4703	-62.6895	-62.9039
2.22	-62.4676	-62.6877	-62.9028
2.23	-62.465	-62.6858	-62.9018
2.24	-62.4624	-62.684	-62.9007
2.25	-62.4597	-62.6822	-62.8997
2.26	-62.4571	-62.6803	-62.8986
2.27	-62.4544	-62.6785	-62.8975
2.28	-62.4518	-62.6767	-62.8964
2.29	-62.4491	-62.6748	-62.8954
2.3	-62.4465	-62.673	-62.8943
2.31	-62.4438	-62.6711	-62.8932
2.32	-62.4412	-62.6692	-62.8921
2.33	-62.4385	-62.6674	-62.891
2.34	-62.4359	-62.6655	-62.8899
2.35	-62.4332	-62.6637	-62.8888
2.36	-62.4305	-62.6618	-62.8876
2.37	-62.4279	-62.6599	-62.8865
2.38	-62.4252	-62.658	-62.8854
2.39	-62.4225	-62.6562	-62.8843
2.4	-62.4199	-62.6543	-62.8831
2.41	-62.4172	-62.6524	-62.882
2.42	-62.4145	-62.6505	-62.8808
2.43	-62.4118	-62.6486	-62.8797
2.44	-62.4092	-62.6467	-62.8785
2.45	-62.4065	-62.6448	-62.8774
2.46	-62.4038	-62.6429	-62.8762
2.47	-62.4011	-62.641	-62.875
2.48	-62.3984	-62.6391	-62.8739
2.49	-62.3957	-62.6372	-62.8727
2.5	-62.393	-62.6353	-62.8715
2.51	-62.3903	-62.6334	-62.8703
2.52	-62.3877	-62.6314	-62.8691
2.53	-62.385	-62.6295	-62.868
2.54	-62.3823	-62.6276	-62.8668
2.55	-62.3796	-62.6257	-62.8656
2.56	-62.3769	-62.6237	-62.8643
2.57	-62.3742	-62.6218	-62.8631
2.58	-62.3714	-62.6198	-62.8619
2.59	-62.3687	-62.6179	-62.8607
2.6	-62.366	-62.616	-62.8595
2.61	-62.3633	-62.614	-62.8582
2.62	-62.3606	-62.6121	-62.857
2.63	-62.3579	-62.6101	-62.8558
2.64	-62.3552	-62.6081	-62.8545
2.65	-62.3525	-62.6062	-62.8533
2.66	-62.3497	-62.6042	-62.852
2.67	-62.347	-62.6022	-62.8508
2.68	-62.3443	-62.6003	-62.8495
2.69	-62.3416	-62.5983	-62.8483
2.7	-62.3388	-62.5963	-62.847
2.71	-62.3361	-62.5944	-62.8457
2.72	-62.3334	-62.5924	-62.8444
2.73	-62.3306	-62.5904	-62.8431
2.74	-62.3279	-62.5884	-62.8419
2.75	-62.3252	-62.5864	-62.8406
2.76	-62.3224	-62.5844	-62.8393
2.77	-62.3197	-62.5824	-62.838
2.78	-62.3169	-62.5804	-62.8367
2.79	-62.3142	-62.5784	-62.8354
2.8	-62.3115	-62.5764	-62.8341
2.81	-62.3087	-62.5744	-62.8327
2.82	-62.306	-62.5724	-62.8314
2.83	-62.3032	-62.5704	-62.8301
2.84	-62.3005	-62.5684	-62.8288
2.85	-62.2977	-62.5663	-62.8274
2.86	-62.2949	-62.5643	-62.8261
2.87	-62.2922	-62.5623	-62.8248
2.88	-62.2894	-62.5602	-62.8234
2.89	-62.2867	-62.5582	-62.8221
2.9	-62.2839	-62.5562	-62.8207
2.91	-62.2811	-62.5541	-62.8194
2.92	-62.2784	-62.5521	-62.818
2.93	-62.2756	-62.5501	-62.8166
2.94	-62.2728	-62.548	-62.8153
2.95	-62.2701	-62.546	-62.8139
2.96	-62.2673	-62.5439	-62.8125
2.97	-62.2645	-62.5419	-62.8111
2.98	-62.2617	-62.5398	-62.8097
2.99	-62.2589	-62.5377	-62.8083
3	-62.2562	-62.5357	-62.8069
3.01	-62.2534	-62.5336	-62.8055
3.02	-62.2506	-62.5315	-62.8041
3.03	-62.2478	-62.5295	-62.8027
3.04	-62.245	-62.5274	-62.8013
3.05	-62.2422	-62.5253	-62.7999
3.06	-62.2394	-62.5232	-62.7985
3.07	-62.2366	-62.5211	-62.7971
3.08	-62.2338	-62.5191	-62.7956
3.09	-62.231	-62.517	-62.7942
3.1	-62.2282	-62.5149	-62.7928
3.11	-62.2254	-62.5128	-62.7913
3.12	-62.2226	-62.5107	-62.7899
3.13	-62.2198	-62.5086	-62.7884
3.14	-62.217	-62.5065	-62.787
3.15	-62.2142	-62.5044	-62.7855
3.16	-62.2114	-62.5023	-62.7841
3.17	-62.2086	-62.5001	-62.7826
3.18	-62.2058	-62.498	-62.7812
3.19	-62.203	-62.4959	-62.7797
3.2	-62.2002	-62.4938	-62.7782
3.21	-62.1973	-62.4917	-62.7767
3.22	-62.1945	-62.4895	-62.7752
3.23	-62.1917	-62.4874	-62.7738
3.24	-62.1889	-62.4853	-62.7723
3.25	-62.186	-62.4831	-62.7708
3.26	-62.1832	-62.481	-62.7693
3.27	-62.1804	-62.4789	-62.7678
3.28	-62.1776	-62.4767	-62.7663
3.29	-62.1747	-62.4746	-62.7647
3.3	-62.1719	-62.4724	-62.7632
3.31	-62.1691	-62.4703	-62.7617
3.32	-62.1662	-62.4681	-62.7602
3.33	-62.1634	-62.466	-62.7587
3.34	-62.1605	-62.4638	-62.7571
3.35	-62.1577	-62.4616	-62.7556
3.36	-62.1549	-62.4595	-62.7541
3.37	-62.152	-62.4573	-62.7525
3.38	-62.1492	-62.4551	-62.751
3.39	-62.1463	-62.453	-62.7494
3.4	-62.1435	-62.4508	-62.7479
3.41	-62.1406	-62.4486	-62.7463
3.42	-62.1378	-62.4464	-62.7448
3.43	-62.1349	-62.4442	-62.7432
3.44	-62.132	-62.4421	-62.7416
3.45	-62.1292	-62.4399	-62.7401
3.46	-62.1263	-62.4377	-62.7385
3.47	-62.1235	-62.4355	-62.7369
3.48	-62.1206	-62.4333	-62.7353
3.49	-62.1177	-62.4311	-62.7337
3.5	-62.1149	-62.4289	-62.7321
3.51	-62.112	-62.4267	-62.7305
3.52	-62.1091	-62.4245	-62.7289
3.53	-62.1063	-62.4223	-62.7273
3.54	-62.1034	-62.4201	-62.7257
3.55	-62.1005	-62.4178	-62.7241
3.56	-62.0976	-62.4156	-62.7225
3.57	-62.0948	-62.4134	-62.7209
3.58	-62.0919	-62.4112	-62.7193
3.59	-62.089	-62.409	-62.7177
3.6	-62.0861	-62.4067	-62.716
3.61	-62.0832	-62.4045	-62.7144
3.62	-62.0803	-62.4023	-62.7128
3.63	-62.0774	-62.4	-62.7111
3.64	-62.0746	-62.3978	-62.7095
3.65	-62.0717	-62.3955	-62.7079
3.66	-62.0688	-62.3933	-62.7062
3.67	-62.0659	-62.391	-62.7046
3.68	-62.063	-62.3888	-62.7029
3.69	-62.0601	-62.3865	-62.7012
3.7	-62.0572	-62.3843	-62.6996
3.71	-62.0543	-62.382	-62.6979
3.72	-62.0514	-62.3798	-62.6962
3.73	-62.0485	-62.3775	-62.6946
3.74	-62.0456	-62.3752	-62.6929
3.75	-62.0427	-62.373	-62.6912
3.76	-62.0397	-62.3707	-62.6895
3.77	-62.0368	-62.3684	-62.6878
3.78	-62.0339	-62.3662	-62.6861
3.79	-62.031	-62.3639	-62.6845
3.8	-62.0281	-62.3616	-62.6828
3.81	-62.0252	-62.3593	-62.6811
3.82	-62.0223	-62.357	-62.6794
3.83	-62.0193	-62.3548	-62.6776
3.84	-62.0164	-62.3525	-62.6759
3.85	-62.0135	-62.3502	-62.6742
3.86	-62.0106	-62.3479	-62.6725
3.87	-62.0076	-62.3456	-62.6708
3.88	-62.0047	-62.3433	-62.669
3.89	-62.0018	-62.341	-62.6673
3.9	-61.9988	-62.3387	-62.6656
3.91	-61.9959	-62.3364	-62.6638
3.92	-61.993	-62.3341	-62.6621
3.93	-61.99	-62.3317	-62.6604
3.94	-61.9871	-62.3294	-62.6586
3.95	-61.9842	-62.3271	-62.6569
3.96	-61.9812	-62.3248	-62.6551
3.97	-61.9783	-62.3225	-62.6534
3.98	-61.9753	-62.3201	-62.6516
3.99	-61.9724	-62.3178	-62.6498
4	-61.9694	-62.3155	-62.6481
4.01	-61.9665	-62.3132	-62.6463
4.02	-61.9635	-62.3108	-62.6445
4.03	-61.9606	-62.3085	-62.6427
4.04	-61.9576	-62.3062	-62.641
4.05	-61.9547	-62.3038	-62.6392
4.06	-61.9517	-62.3015	-62.6374
4.07	-61.9488	-62.2991	-62.6356
4.08	-61.9458	-62.2968	-62.6338
4.09	-61.9428	-62.2944	-62.632
4.1	-61.9399	-62.2921	-62.6302
4.11	-61.9369	-62.2897	-62.6284
4.12	-61.9339	-62.2874	-62.6266
4.13	-61.931	-62.285	-62.6248
4.14	-61.928	-62.2826	-62.623
4.15	-61.925	-62.2803	-62.6212
4.16	-61.9221	-62.2779	-62.6193
4.17	-61.9191	-62.2755	-62.6175
4.18	-61.9161	-62.2732	-62.6157
4.19	-61.9131	-62.2708	-62.6139
4.2	-61.9101	-62.2684	-62.612
4.21	-61.9072	-62.266	-62.6102
4.22	-61.9042	-62.2636	-62.6083
4.23	-61.9012	-62.2613	-62.6065
4.24	-61.8982	-62.2589	-62.6047
4.25	-61.8952	-62.2565	-62.6028
4.26	-61.8922	-62.2541	-62.601
4.27	-61.8893	-62.2517	-62.5991
4.28	-61.8863	-62.2493	-62.5972
4.29	-61.8833	-62.2469	-62.5954
4.3	-61.8803	-62.2445	-62.5935
4.31	-61.8773	-62.2421	-62.5916
4.32	-61.8743	-62.2397	-62.5898
4.33	-61.8713	-62.2373	-62.5879
4.34	-61.8683	-62.2349	-62.586
4.35	-61.8653	-62.2325	-62.5841
4.36	-61.8623	-62.23	-62.5822
4.37	-61.8593	-62.2276	-62.5804
4.38	-61.8563	-62.2252	-62.5785
4.39	-61.8533	-62.2228	-62.5766
4.4	-61.8502	-62.2204	-62.5747
4.41	-61.8472	-62.2179	-62.5728
4.42	-61.8442	-62.2155	-62.5709
4.43	-61.8412	-62.2131	-62.569
4.44	-61.8382	-62.2106	-62.567
4.45	-61.8352	-62.2082	-62.5651
4.46	-61.8322	-62.2058	-62.5632
4.47	-61.8291	-62.2033	-62.5613
4.48	-61.8261	-62.2009	-62.5594
4.49	-61.8231	-62.1984	-62.5574
4.5	-61.8201	-62.196	-62.5555
4.51	-61.817	-62.1936	-62.5536
4.52	-61.814	-62.1911	-62.5517
4.53	-61.811	-62.1886	-62.5497
4.54	-61.8079	-62.1862	-62.5478
4.55	-61.8049	-62.1837	-62.5458
4.56	-61.8019	-62.1813	-62.5439
4.57	-61.7988	-62.1788	-62.5419
4.58	-61.7958	-62.1763	-62.54
4.59	-61.7928	-62.1739	-62.538
4.6	-61.7897	-62.1714	-62.5361
4.61	-61.7867	-62.1689	-62.5341
4.62	-61.7836	-62.1665	-62.5321
4.63	-61.7806	-62.164	-62.5302
4.64	-61.7775	-62.1615	-62.5282
4.65	-61.7745	-62.159	-62.5262
4.66	-61.7715	-62.1565	-62.5242
4.67	-61.7684	-62.1541	-62.5223
4.68	-61.7654	-62.1516	-62.5203
4.69	-61.7623	-62.1491	-62.5183
4.7	-61.7592	-62.1466	-62.5163
4.71	-61.7562	-62.1441	-62.5143
4.72	-61.7531	-62.1416	-62.5123
4.73	-61.7501	-62.1391	-62.5103
4.74	-61.747	-62.1366	-62.5083
4.75	-61.7439	-62.1341	-62.5063
4.76	-61.7409	-62.1316	-62.5043
4.77	-61.7378	-62.1291	-62.5023
4.78	-61.7347	-62.1266	-62.5003
4.79	-61.7317	-62.1241	-62.4982
4.8	-61.7286	-62.1216	-62.4962
4.81	-61.7255	-62.119	-62.4942
4.82	-61.7225	-62.1165	-62.4922
4.83	-61.7194	-62.114	-62.4902
4.84	-61.7163	-62.1115	-62.4881
4.85	-61.7132	-62.109	-62.4861
4.86	-61.7102	-62.1064	-62.484
4.87	-61.7071	-62.1039	-62.482
4.88	-61.704	-62.1014	-62.48
4.89	-61.7009	-62.0988	-62.4779
4.9	-61.6978	-62.0963	-62.4759
4.91	-61.6947	-62.0938	-62.4738
4.92	-61.6917	-62.0912	-62.4718
4.93	-61.6886	-62.0887	-62.4697
4.94	-61.6855	-62.0861	-62.4676
4.95	-61.6824	-62.0836	-62.4656
4.96	-61.6793	-62.0811	-62.4635
4.97	-61.6762	-62.0785	-62.4614
4.98	-61.6731	-62.076	-62.4594
4.99	-61.67	-62.0734	-62.4573
5	-61.6669	-62.0708	-62.4552
5.01	-61.6638	-62.0683	-62.4531
5.02	-61.6607	-62.0657	-62.4511
5.03	-61.6576	-62.0632	-62.449
5.04	-61.6545	-62.0606	-62.4469
5.05	-61.6514	-62.058	-62.4448
5.06	-61.6483	-62.0555	-62.4427
5.07	-61.6452	-62.0529	-62.4406
5.08	-61.6421	-62.0503	-62.4385
5.09	-61.6389	-62.0477	-62.4364
5.1	-61.6358	-62.0452	-62.4343
5.11	-61.6327	-62.0426	-62.4322
5.12	-61.6296	-62.04	-62.4301
5.13	-61.6265	-62.0374	-62.428
5.14	-61.6234	-62.0348	-62.4258
5.15	-61.6202	-62.0322	-62.4237
5.16	-61.6171	-62.0297	-62.4216
5.17	-61.614	-62.0271	-62.4195
5.18	-61.6109	-62.0245	-62.4173
5.19	-61.6077	-62.0219	-62.4152
5.2	-61.6046	-62.0193	-62.4131
5.21	-61.6015	-62.0167	-62.4109
5.22	-61.5983	-62.0141	-62.4088
5.23	-61.5952	-62.0115	-62.4067
5.24	-61.5921	-62.0089	-62.4045
5.25	-61.5889	-62.0062	-62.4024
5.26	-61.5858	-62.0036	-62.4002
5.27	-61.5827	-62.001	-62.3981
5.28	-61.5795	-61.9984	-62.3959
5.29	-61.5764	-61.9958	-62.3938
5.3	-61.5732	-61.9932	-62.3916
5.31	-61.5701	-61.9906	-62.3894
5.32	-61.5669	-61.9879	-62.3873
5.33	-61.5638	-61.9853	-62.3851
5.34	-61.5607	-61.9827	-62.3829
5.35	-61.5575	-61.9801	-62.3807
5.36	-61.5544	-61.9774	-62.3786
5.37	-61.5512	-61.9748	-62.3764
5.38	-61.548	-61.9722	-62.3742
5.39	-61.5449	-61.9695	-62.372
5.4	-61.5417	-61.9669	-62.3698
5.41	-61.5386	-61.9642	-62.3676
5.42	-61.5354	-61.9616	-62.3655
5.43	-61.5322	-61.959	-62.3633
5.44	-61.5291	-61.9563	-62.3611
5.45	-61.5259	-61.9537	-62.3589
5.46	-61.5228	-61.951	-62.3567
5.47	-61.5196	-61.9484	-62.3545
5.48	-61.5164	-61.9457	-62.3522
5.49	-61.5132	-61.943	-62.35
5.5	-61.5101	-61.9404	-62.3478
5.51	-61.5069	-61.9377	-62.3456
5.52	-61.5037	-61.9351	-62.3434
5.53	-61.5005	-61.9324	-62.3412
5.54	-61.4974	-61.9297	-62.3389
5.55	-61.4942	-61.9271	-62.3367
5.56	-61.491	-61.9244	-62.3345
5.57	-61.4878	-61.9217	-62.3322
5.58	-61.4846	-61.919	-62.33
5.59	-61.4815	-61.9164	-62.3278
5.6	-61.4783	-61.9137	-62.3255
5.61	-61.4751	-61.911	-62.3233
5.62	-61.4719	-61.9083	-62.321
5.63	-61.4687	-61.9056	-62.3188
5.64	-61.4655	-61.9029	-62.3165
5.65	-61.4623	-61.9003	-62.3143
5.66	-61.4591	-61.8976	-62.312
5.67	-61.4559	-61.8949	-62.3098
5.68	-61.4527	-61.8922	-62.3075
5.69	-61.4495	-61.8895	-62.3053
5.7	-61.4463	-61.8868	-62.303
5.71	-61.4431	-61.8841	-62.3007
5.72	-61.4399	-61.8814	-62.2984
5.73	-61.4367	-61.8787	-62.2962
5.74	-61.4335	-61.876	-62.2939
5.75	-61.4303	-61.8733	-62.2916
5.76	-61.4271	-61.8706	-62.2893
5.77	-61.4239	-61.8678	-62.2871
5.78	-61.4207	-61.8651	-62.2848
5.79	-61.4175	-61.8624	-62.2825
5.8	-61.4142	-61.8597	-62.2802
5.81	-61.411	-61.857	-62.2779
5.82	-61.4078	-61.8543	-62.2756
5.83	-61.4046	-61.8515	-62.2733
5.84	-61.4014	-61.8488	-62.271
5.85	-61.3981	-61.8461	-62.2687
5.86	-61.3949	-61.8434	-62.2664
5.87	-61.3917	-61.8406	-62.2641
5.88	-61.3885	-61.8379	-62.2618
5.89	-61.3852	-61.8352	-62.2595
5.9	-61.382	-61.8324	-62.2571
5.91	-61.3788	-61.8297	-62.2548
5.92	-61.3756	-61.827	-62.2525
5.93	-61.3723	-61.8242	-62.2502
5.94	-61.3691	-61.8215	-62.2479
5.95	-61.3658	-61.8187	-62.2455
5.96	-61.3626	-61.816	-62.2432
5.97	-61.3594	-61.8132	-62.2409
5.98	-61.3561	-61.8105	-62.2385
5.99	-61.3529	-61.8077	-62.2362
6	-61.3496	-61.805	-62.2338
6.01	-61.3464	-61.8022	-62.2315
6.02	-61.3432	-61.7994	-62.2292
6.03	-61.3399	-61.7967	-62.2268
6.04	-61.3367	-61.7939	-62.2245
6.05	-61.3334	-61.7912	-62.2221
6.06	-61.3302	-61.7884	-62.2198
6.07	-61.3269	-61.7856	-62.2174
6.08	-61.3237	-61.7829	-62.215
6.09	-61.3204	-61.7801	-62.2127
6.1	-61.3171	-61.7773	-62.2103
6.11	-61.3139	-61.7745	-62.2079
6.12	-61.3106	-61.7718	-62.2056
6.13	-61.3074	-61.769	-62.2032
6.14	-61.3041	-61.7662	-62.2008
6.15	-61.3008	-61.7634	-62.1985
6.16	-61.2976	-61.7606	-62.1961
6.17	-61.2943	-61.7578	-62.1937
6.18	-61.291	-61.755	-62.1913
6.19	-61.2878	-61.7523	-62.1889
6.2	-61.2845	-61.7495	-62.1865
6.21	-61.2812	-61.7467	-62.1841
6.22	-61.2779	-61.7439	-62.1818
6.23	-61.2747	-61.7411	-62.1794
6.24	-61.2714	-61.7383	-62.177
6.25	-61.2681	-61.7355	-62.1746
6.26	-61.2648	-61.7327	-62.1722
6.27	-61.2615	-61.7299	-62.1698
6.28	-61.2583	-61.727	-62.1674
6.29	-61.255	-61.7242	-62.1649
6.3	-61.2517	-61.7214	-62.1625
6.31	-61.2484	-61.7186	-62.1601
6.32	-61.2451	-61.7158	-62.1577
6.33	-61.2418	-61.713	-62.1553
6.34	-61.2385	-61.7102	-62.1529
6.35	-61.2352	-61.7073	-62.1504
6.36	-61.2319	-61.7045	-62.148
6.37	-61.2286	-61.7017	-62.1456
6.38	-61.2253	-61.6989	-62.1432
6.39	-61.222	-61.696	-62.1407
6.4	-61.2187	-61.6932	-62.1383
6.41	-61.2154	-61.6904	-62.1358
6.42	-61.2121	-61.6875	-62.1334
6.43	-61.2088	-61.6847	-62.131
6.44	-61.2055	-61.6819	-62.1285
